"stop_id","fermata","descrizione","lat","lon"
2362,"2463","Cavarzere Grappa Canale","45.141418000","12.097117000"
2363,"2468","Cavarzere Pontenovo","45.142376000","12.070665000"
2364,"2469","Cavarzere Trieste","45.142540000","12.083437000"
2365,"2470","Villaggio Busonera","45.142948000","12.095818000"
2366,"2471","Stra Crispino","45.407398000","12.013106000"
2367,"2472","Stra Loredan","45.408039000","12.006877000"
2368,"2473","Santa Maria di Sala Grand","45.483978000","12.004600000"
2369,"2474","Santa Maria di Sala Grand","45.483822000","12.004363000"
2370,"2475","Caltana Pioga","45.480843000","12.020783000"
2371,"2476","Caltana Pioga","45.481014000","12.020850000"
2372,"2477","Santa Maria di Sala Capit","45.486691000","12.004578000"
2373,"2478","Santa Maria di Sala Capit","45.486805000","12.004326000"
2374,"2479","Santa Maria di Sala Casel","45.489582000","12.005681000"
2375,"2480","Santa Maria di Sala Casel","45.489346000","12.005265000"
2376,"2481","Santa Maria di SalaTabina","45.499641000","12.009351000"
2377,"2482","Santa Maria di Sala Tabin","45.500153000","12.009357000"
2378,"2483","Santa Maria di Sala Spall","45.507755000","12.017973000"
2379,"2484","Santa Maria di Sala Spall","45.507854000","12.018373000"
2380,"2485","Santa Maria di Sala","45.504623000","12.034861000"
2381,"2486","Santa Maria di Sala","45.504681000","12.035447000"
2382,"2487","Mirano localita' Botti","45.500504000","12.056856000"
2383,"2488","Mirano Localita' Botti","45.500729000","12.056286000"
2384,"2489","Mirano Bollati","45.499172000","12.064930000"
2385,"2490","Mirano Bollati","45.499043000","12.064937000"
2386,"2491","Mirano Varotara","45.497532000","12.072824000"
2387,"2492","Mirano Varotara","45.497822000","12.073032000"
2388,"2493","Mirano Caravaggio","45.494793000","12.088675000"
2389,"2494","Mirano Caravaggio","45.494537000","12.089120000"
2390,"2495","Mirano Modigliani","45.495480000","12.084983000"
2391,"2496","Mirano Modigliani","45.495293000","12.085124000"
2392,"2497","Santa Maria di Sala Luxor","45.505981000","12.028358000"
2393,"2498","Santa Maria di Sala Luxor","45.505836000","12.028375000"
2394,"2499","MIrano Grimani","45.492359000","12.102227000"
2395,"2500","Mirano Grimani","45.492176000","12.102992000"
2396,"2501","Mirano Perugino","45.492954000","12.097641000"
2397,"2502","Mirano Battisti","45.494392000","12.101719000"
2398,"2503","Mirano Battisti","45.494282000","12.101987000"
2399,"2504","MIrano Gramsci","45.491756000","12.106153000"
2400,"2505","MIrano Gramsci","45.492020000","12.105698000"
2401,"2506","Mirano Vivaldi","45.490963000","12.112412000"
2402,"2507","Mirano Vivaldi","45.491085000","12.112538000"
2403,"2508","MIrano Centro","45.491528000","12.109012000"
2404,"2509","Mirano Centro","45.491661000","12.109122000"
2405,"2510","MIrano Villafranca","45.492764000","12.115817000"
2406,"2511","Mirano Villafranca","45.492882000","12.116081000"
2407,"2512","Della Vittoria Cabotto","45.491653000","12.118458000"
2408,"2513","Della Vittoria Cabotto","45.491764000","12.118361000"
2409,"2514","Ospedale Mirano","45.497978000","12.114778000"
2410,"2515","Ospedale Mirano","45.497765000","12.114843000"
2411,"2516","MIrano Treviso","45.498405000","12.118743000"
2412,"2518","Mirano Carducci","45.497330000","12.125446000"
2413,"2519","Mirano Carducci","45.497211000","12.125380000"
2414,"2520","Mirano Mariutto","45.496262000","12.112086000"
2415,"2522","Mirano  Minzoni","45.498695000","12.098681000"
2416,"2523","Mirano  Minzoni","45.498962000","12.098821000"
2417,"2524","Mirano  Civico 16","45.499783000","12.095626000"
2418,"2525","Mirano  Civico 16","45.499981000","12.095799000"
2419,"2526","Mirano Civico 97","45.501595000","12.086411000"
2420,"2527","Mirano Civico 97","45.501873000","12.086367000"
2421,"2528","Mirano Contarini","45.503754000","12.084262000"
2422,"2529","Mirano Contarini","45.503956000","12.084251000"
2423,"2530","Zianigo","45.504757000","12.077602000"
2424,"2531","Zianigo","45.504959000","12.077615000"
2425,"2532","Zianigo Civico 89","45.508579000","12.078460000"
2426,"2533","Zianigo Civico 89","45.508675000","12.078023000"
2427,"2534","Mirano localita' Fontana","45.511360000","12.070290000"
2428,"2535","Mirano localita' Fontana","45.511669000","12.070419000"
2429,"2536","Santa Maria di Sala Noale","45.517723000","12.035797000"
2430,"2018","Cavarzere Margherita","45.130836000","12.078642000"
2431,"2019","Localita' Lezze","45.131111000","12.039602000"
2432,"2020","Localita' Lezze","45.131325000","12.039495000"
2433,"2021","Ballo' Centro","45.459774000","12.067975000"
2434,"2022","Ballo' Centro","45.459694000","12.068141000"
2435,"2023","Localita' Bosconfondi","45.126045000","12.030917000"
2436,"2024","Localita' Bosconfondi","45.125626000","12.030951000"
2437,"2025","Botti Barbarighe","45.118916000","12.026060000"
2438,"2026","Localita' Giaron","45.134762000","12.020034000"
2439,"2027","Localita' Giaron","45.134945000","12.019778000"
2440,"2028","Pettorazza Civico 102","45.134945000","11.984902000"
2441,"2029","Pettorazza Santuario","45.134972000","11.979219000"
2442,"2030","Pettorazza","45.135231000","11.990333000"
2443,"2031","Pettorazza","45.135456000","11.990270000"
2444,"2035","Monte Grappa Ponte","45.139194000","12.081579000"
2445,"2036","Monte Grappa Ponte","45.139084000","12.081537000"
2446,"2037","Monte Grappa Piovese","45.141361000","12.071306000"
2447,"2038","Monte Grappa Piovese","45.141586000","12.071183000"
2448,"2039","Cavarzere Pontenovo","45.142071000","12.070729000"
2449,"2040","Cavarzere Trieste","45.142780000","12.083400000"
2450,"2041","Villaggio Busonera","45.143047000","12.095500000"
2451,"2042","Cavarzere Boscochiaro","45.139954000","12.115326000"
2452,"2044","Cavarzere Sant' Antonio","45.139019000","12.107971000"
2453,"2045","Monte Grappa Canale","45.141521000","12.096963000"
2454,"2046","Cavarzere Ca' Venier","45.145676000","12.065795000"
2455,"2047","Caverzere  Ca' Venier","45.145229000","12.066016000"
2456,"2048","Cavarzere  Coette Alte","45.153088000","12.057848000"
2457,"2049","Cavarzere Coette Alte","45.153225000","12.057814000"
2458,"2050","Cavarzere Piovese","45.152641000","12.057492000"
2459,"2051","Coette Alte Piovese","45.152756000","12.057103000"
2460,"2052","Coette Alte Marcanta","45.151848000","12.049039000"
2461,"2053","Marcanta Coette Alte","45.151646000","12.049036000"
2462,"2054","Marcanta Civico 34","45.148716000","12.035334000"
2463,"2055","Coette Alte Civico 34","45.148994000","12.035322000"
2464,"2056","Rottanova Dolomiti","45.142017000","12.022827000"
2465,"2057","Rottanova Dolomiti","45.142349000","12.022713000"
2466,"2058","Rottanova Maddalena","45.141476000","12.013852000"
2467,"2059","Rottanova Coette Basse","45.143974000","12.014087000"
2468,"2060","Rottanova Coette Basse","45.144135000","12.014452000"
2469,"2061","Rottanova Canale","45.161911000","11.999954000"
2470,"2062","Rottanova Canale","45.162018000","12.000146000"
2471,"2063","Conetta Rottanova","45.176670000","11.996360000"
2472,"2064","Rottanova Conetta","45.176598000","11.996669000"
2473,"2065","Tripoli Cona","45.185513000","12.019096000"
2474,"2066","Cona","45.185493000","12.018793000"
2475,"2067","Pegolotte Piera","45.189114000","12.038447000"
2476,"2068","Pegolotte Piera","45.187172000","12.037596000"
2477,"2069","Correzzola Cantarana","45.206905000","12.094780000"
2478,"2070","Correzzola Cantarana","45.206905000","12.095164000"
2479,"2071","Monsole Venezia","45.201778000","12.072740000"
2480,"2072","Monsole Venezia","45.201637000","12.072899000"
2481,"2073","Treponti Lovo","45.220779000","12.113800000"
2482,"2074","Treponti Lovo","45.220203000","12.112824000"
2483,"2075","Brenta d'Abba'","45.228905000","12.118565000"
2484,"2076","Brenta d'Abba'","45.229107000","12.118444000"
2485,"2077","Santa Margherita","45.242931000","12.125108000"
2486,"2078","Santa Margherita","45.243080000","12.124747000"
2487,"2079","Villa Del Bosco","45.215591000","12.032373000"
2488,"2080","Villa Del Bosco","45.215416000","12.032347000"
2489,"2081","Pegolotte","45.193634000","12.039517000"
2490,"2082","Pegolotte Piazza De Lotto","45.193630000","12.039817000"
2491,"2083","Pontelongo Garibaldi","45.244289000","12.024525000"
2492,"2084","Pontelongo Garibaldi","45.244308000","12.024680000"
2493,"2085","Pontelongo","45.251518000","12.027018000"
2494,"2086","Pontelongo Stazione","45.251522000","12.027180000"
2495,"2087","Arzerello","45.275185000","12.028544000"
2496,"2088","Arzerello","45.274857000","12.028643000"
2497,"2089","Arzarello Regionale 516","45.277153000","12.030059000"
2498,"2090","Arzarello regionale 516","45.276894000","12.030000000"
2499,"2091","Arzergrande","45.275120000","12.044785000"
2500,"2092","Arzergrande","45.274796000","12.044219000"
2501,"2093","Arzergrande Roma","45.274075000","12.056811000"
2502,"2094","Arzergrande Roma","45.273762000","12.056705000"
2503,"2095","Arzergrande Vallonga","45.271049000","12.073941000"
2504,"2096","Arzergrande Vallonga","45.270756000","12.073859000"
2505,"2097","Codevigo","45.268108000","12.102478000"
2506,"2098","Codevigo","45.267685000","12.102572000"
