"stop_id","fermata","descrizione","lat","lon"
866,2446,"Romea Giare",45.400833,12.147037
867,2447,"Romea Bastie",45.420544,12.170709
868,2448,"Gambarare Bastie",45.420708,12.17051
869,2449,"Romea Caballetto",45.429714,12.184673
870,2450,"Gambarare Caballetto",45.42968,12.184243
871,2451,"Romea Malcanton",45.435764,12.19363
872,2452,"Romea Malcanton",45.435444,12.192575
873,2453,"San Pietro Chiesa",45.115799,12.185794
874,2454,"San Pietro Civico 21",45.121937,12.16834
875,32,"Miranese Piemonte",45.485031,12.207926
876,33,"Miranese Lazio",45.485405,12.212161
877,34,"Miranese Calucci",45.485615,12.214992
878,35,"Miranese Giustizia",45.486336,12.221045
879,36,"Miranese Monteverdi",45.490688,12.226445
880,37,"Miranese Vivaldi",45.492226,12.230203
881,38,"Carducci Felisati",45.491508,12.237906
882,39,"Piave Puccini",45.490902,12.235618
883,40,"Piave Fiume",45.487083,12.234321
884,42,"Piave Podgora",45.484779,12.233228
885,43,"Brendole",45.499535,12.21348
886,44,"Brendole Stignano",45.499214,12.214763
887,45,"Brendole Promontore",45.498875,12.218212
888,46,"Brendole Arsa",45.496555,12.21927
889,48,"Asseggiano Da Todi",45.496693,12.185061
890,49,"Asseggiano Euganea",45.495415,12.190179
891,50,"Asseggiano Marzabotto",45.494133,12.195601
892,51,"Asseggiano Pendini",45.493317,12.201032
893,52,"Asseggiano Volta",45.492882,12.207755
894,53,"Asseggiano Morin",45.493092,12.213739
895,54,"Asseggiano Pirano",45.495014,12.217248
896,55,"Gazzera Alta Volpi",45.494244,12.219485
897,56,"Quarnaro Calucci",45.492317,12.218108
898,57,"Calucci Lussingrande",45.488964,12.216741
899,58,"Calucci Cimetto",45.486145,12.216176
900,59,"Ca' Lin Castellana",45.529861,12.187586
901,60,"Ca' Lin Pitagora",45.532616,12.190147
902,61,"Ca' Lin Gatta",45.536884,12.191158
903,62,"Maerne Mulino",45.530472,12.152471
904,63,"Gatta Protagora",45.537434,12.195347
905,64,"Gatta Civico 47",45.536777,12.203075
906,65,"Gatta Santa Lucia",45.534878,12.207645
907,66,"Gatta Civico 90",45.534451,12.213433
908,67,"Gatta Scaramuzza",45.533829,12.21874
909,68,"Gatta Scarante",45.533844,12.22349
910,69,"Gatta Verci",45.53302,12.229085
911,70,"Gatta Pisacane",45.535439,12.235843
912,71,"Gatta Terraglio",45.535652,12.238222
913,72,"Terraglio Gatta",45.535069,12.239353
914,73,"Terraglio Nigra",45.531178,12.239065
915,74,"Terraglio Ca' Sagredo",45.527187,12.238905
916,75,"Terraglio Favorita",45.525158,12.238755
917,76,"Terraglio Terraglietto",45.518272,12.238475
918,77,"Terraglio Villa Salus",45.512653,12.238397
919,78,"Terraglio Borgo Pezzana",45.508953,12.23829
920,79,"Terraglio Peschiera",45.505276,12.238008
921,80,"Terraglio Teano",45.501915,12.237705
922,81,"Einaudi Giardini",45.496521,12.238945
923,82,"Belfredo Terraglio",45.49794,12.238046
924,83,"Martellago Trento",45.542355,12.15425
925,84,"San Rocco Bruno",45.495522,12.242358
926,86,"Mattuglie Dignano",45.490799,12.215764
927,3,"Torino Ancona",45.481152,12.247986
928,4,"Torino Rossetto",45.479931,12.25043
929,5,"Torino Ticozzi",45.478153,12.253673
930,7,"Paganello Ticozzi",45.477299,12.250316
931,8,"Ca' Marcello Rossetto",45.479019,12.246115
932,9,"Ca' Marcello Cappuccina",45.482002,12.236453
933,10,"Gozzi Cappuccina",45.484623,12.237791
934,11,"Corso del Popolo Torino",45.484413,12.241175
935,12,"Corso del Popolo Milano",45.48756,12.242879
936,13,"Corso del Popolo Mestrina",45.490372,12.244611
937,16,"Stra Fossolovara",45.41114,12.005071
938,17,"Santa Chiara",45.498684,12.23157
939,18,"Carducci Pascoli",45.490944,12.239929
940,2624,"Noale Zona Industriale",45.545586,12.098818
941,2625,"Maerne Circonvallazione",45.531895,12.1507
942,2626,"Maerne Circonvallazione",45.532093,12.150688
943,2627,"Robegano Civico 164",45.536907,12.140046
944,2628,"Maerne Civico 164",45.537418,12.140165
945,2629,"Martellago Boschi",45.550339,12.146343
946,2630,"Martellago Boschi",45.550694,12.146422
947,2631,"Martellago Santo Stefano",45.548241,12.151134
948,2632,"Martellago Santo Stefano",45.548313,12.151826
949,2633,"Martellago Ca' Combi",45.55529,12.137457
950,2634,"Martellago Ca' Combi",45.554935,12.137161
951,2635,"Martellago Ca' Longo",45.562611,12.128738
952,2636,"Martellago Ca' Longo",45.562275,12.128825
953,2637,"Scorze' Romagna",45.565147,12.119439
954,2638,"Scorze' Romagna",45.565418,12.119615
955,2639,"Scorze' capolinea",45.573227,12.104189
956,2640,"Scorze' Ceccariolo",45.574284,12.107223
957,2642,"Scorze' Fermi",45.574936,12.105792
958,2643,"Scorze' Milano",45.57679,12.096158
959,2644,"Scorze' Milano",45.576424,12.096289
960,2645,"Scorze' Gagliardi",45.578754,12.072621
961,2646,"Scorze' Gagliardi",45.578465,12.072599
962,2647,"Trebaseleghe",45.591385,12.049764
963,2648,"Trebaseleghe Pio X",45.586571,12.053479
964,2649,"Trebaseleghe Pio X",45.586834,12.053505
965,2650,"Campocroce Centro",45.492443,12.053546
966,2651,"Campocroce Centro",45.492256,12.053181
967,2653,"Mirano Borgo Zucchero",45.463642,12.080013
968,2654,"Ballo' Borgo Zucchero",45.46365,12.080317
969,2655,"Martellago Centro Anziani",45.543892,12.157183
970,2657,"Gambarare Civico 94",45.427193,12.145228
971,2658,"Gambarare Civico 94",45.42709,12.145559
972,2670,"Trebaseleghe Manetti",45.583176,12.060505
973,2671,"Trebaseleghe Manetti",45.582932,12.060333
974,2672,"Scorze' San Benedetto",45.580189,12.11062
975,2673,"Scorze' San Benedetto",45.580303,12.110235
976,2674,"Rio San Martino",45.589039,12.111074
977,2675,"Cappella",45.568649,12.147484
978,2676,"Cappella",45.568394,12.147497
979,2677,"Scorze' Civico 34",45.568466,12.137089
980,2678,"Scorze' Civico 34",45.568981,12.136273
981,2679,"Scorze' Civico 45",45.568939,12.128498
982,2680,"Scorze' Civico 45",45.569141,12.128488
983,2681,"Martellago Guizza",45.567165,12.166618
984,2682,"Martellago Guizza",45.56712,12.165186
985,2683,"Peseggia  Canove",45.562477,12.17028
986,2684,"Peseggia  Canove",45.562775,12.171333
987,2685,"Peseggia",45.56229,12.181074
988,2686,"Peseggia",45.562126,12.180632
989,2687,"Gardigiano",45.564606,12.197354
990,2688,"Gardigiano",45.564518,12.197036
991,2689,"Peseggia  Vittorio Veneto",45.562561,12.186523
992,2690,"Peseggia  Vittorio Veneto",45.562504,12.1853
993,2691,"Peseggia Perosi",45.562935,12.189599
994,2692,"Peseggia  Perosi",45.563133,12.189099
995,2693,"Gardigiano Mattarella",45.563828,12.204589
996,2694,"Gardigiano Mattarella",45.564571,12.203361
997,2695,"Gardigiano Donato",45.562313,12.209621
998,2696,"Gardigiano Donato",45.562473,12.209666
999,2697,"Mogliano Ghetto",45.558147,12.220497
1000,2698,"Mogliano Ghetto",45.558437,12.220246
1001,2700,"Mogliano Don Bosco",45.561836,12.237797
1002,2701,"Mogliano Centro",45.560673,12.234824
1003,2704,"Mogliano Marconi",45.567211,12.23548
1004,2705,"Mogliano Marconi",45.566898,12.235085
1005,2706,"Campocroce",45.583405,12.233728
1006,2707,"Campocroce",45.581184,12.232975
1007,2708,"Perarolo Dalla Vecchia",45.428623,11.975646
1008,2709,"Perarolo Dalla Vecchia",45.428894,11.975593
1009,2710,"Campocroce Chiesa",45.583839,12.219896
1010,2711,"Campocroce Chiesa",45.584335,12.219008
1011,2712,"Localita' Strazzariole",45.590599,12.203795
1012,2713,"Localita' Strazzariole",45.590919,12.203897
1013,2714,"Localita' Busa",45.595345,12.185582
1014,2715,"Localita' Busa",45.595371,12.186152
1015,2716,"Zero Branco Kennedy",45.600151,12.176664
1016,2717,"Zero Branco Primo Maggio",45.600544,12.178335
1017,2718,"Monte Grappa XXV Aprile",45.543022,12.112362
1018,19,"S. Marco Raffaello",45.329746,12.126642
1019,24,"Trento Fagare'",45.483643,12.228148
1020,25,"Trento Podgora",45.487045,12.224774
1021,26,"Trento Gazzera Alta",45.489967,12.223633
1022,27,"Olmo Vittorio Veneto",45.518951,12.191181
1023,28,"Gatta Santa Lucia",45.535091,12.207755
1024,29,"Miranese Avanti",45.484715,12.194215
1025,30,"Miranese Ivancich",45.484898,12.197292
1026,31,"Miranese Pergine",45.485004,12.203161
1027,87,"Martellago Pree",45.539501,12.174917
1028,88,"Trivignano Park P14",45.534657,12.180373
1029,89,"Trivignano Botticelli",45.532768,12.182796
1030,90,"Trivignano Ca' Lin",45.529789,12.18701
1031,91,"Trivignano centro",45.527706,12.189939
1032,92,"Trivignano Gozzoli",45.525539,12.192647
1033,93,"Castellana Lotto",45.523518,12.196058
1034,94,"Castellana Parolari",45.517891,12.202751
1035,95,"Castellana Municipio",45.514671,12.208453
1036,96,"Castellana Chiesa",45.512878,12.211243
1037,97,"Castellana Carpaccio",45.511192,12.21401
1038,98,"Castellana Marzenego",45.507244,12.217476
1039,99,"Castellana Bellotto",45.503277,12.221347
1040,100,"Castellana Circonvalazion",45.497608,12.236824
1041,101,"Castellana Cipressina",45.500145,12.226766
1042,102,"Martellago Fornace",45.540985,12.171627
1043,104,"Circonvallazione Olimpia",45.495022,12.236192
1044,105,"Castellana Municipio",45.514469,12.208909
1045,106,"Mogliano Marocchesa",45.537338,12.239683
1046,107,"Mogliano Marignana",45.542118,12.236774
1047,108,"Mogliano Rimini",45.549122,12.234721
1048,109,"Mogliano Ronzinella",45.554222,12.234392
1049,110,"Gaggio Vivaldi",45.552441,12.311153
1050,112,"San Liberale Nievo",45.548645,12.339005
1051,113,"Marcon Stadio",45.55624,12.304235
1052,114,"Marcon Perosi",45.557995,12.309349
1053,116,"Einaudi Giardini",45.496338,12.240108
1054,117,"Camporese Gritti",45.488987,12.268089
1055,119,"Miranese Piave",45.49213,12.235237
1056,121,"Orlanda Pinerolo",45.500999,12.32299
1057,122,"Mazzocco",45.553127,12.267524
1058,123,"Favignana",45.502522,12.211166
1059,124,"Brendole Favignana",45.502518,12.210953
1060,126,"Marcon Sport",45.558372,12.304276
1061,127,"Marcon Cultura",45.555752,12.298777
1062,128,"Marcon Oberdan",45.559731,12.298864
1063,129,"Marcon Villaggio Cooperaz",45.565342,12.302382
1064,130,"Marcon Marmolada",45.56319,12.299064
1065,131,"Marcon Municipio",45.554283,12.299557
1066,132,"Marcon Raffaello",45.553703,12.300716
1067,133,"Marcon Lomabardi",45.545567,12.307368
1068,134,"Marcon Centro Commerciale",45.543839,12.303542
1069,135,"San Liberale",45.548214,12.34194
1070,136,"Macchine Bandiera",45.475937,12.234007
1071,139,"Gaggio Cimitero",45.553608,12.318754
1072,140,"Gaggio",45.552032,12.316423
1073,141,"Gaggio Fermi",45.551991,12.313752
1074,142,"Colombo MESTRE CENTRO B2",45.493076,12.245869
1075,143,"Marcon della Stazione",45.548626,12.308995
1076,144,"Asseggiano Volta",45.492569,12.208012
1077,150,"Stazione Iseo",45.442852,12.196785
1078,152,"Cavergnago Mosto",45.493298,12.271242
1079,153,"Cavergnago Mutinelli",45.490932,12.276073
1080,156,"Mattuglie Perlan",45.491013,12.212483
1081,157,"Mattuglie Perlan",45.490734,12.212386
1082,160,"Pasqualigo Martiri",45.508968,12.262542
1083,162,"Stazione MESTRE FS C4",45.482601,12.233198
1084,163,"Stazione MESTRE FS C5",45.482433,12.233161
1085,164,"Stazione MESTRE FS C3",45.482586,12.232522
1086,167,"Forte Marghera Finanza",45.491863,12.245983
1087,168,"27 Ottobre Colombo",45.492443,12.244732
1088,169,"27 Ottobre Edicola",45.492596,12.244362
1089,171,"Forte Marghera Gerlin",45.488651,12.249959
1090,172,"Forte Marghera Hermada",45.484932,12.253404
1091,173,"Forte Marghera Millosevic",45.48307,12.255144
1092,174,"Forte Marghera Moretti",45.48143,12.256691
1093,175,"Forte Marghera Aretusa",45.479122,12.260207
1094,176,"Orlanda San Giuliano",45.475422,12.26806
1095,177,"Orlanda Appia",45.479885,12.270829
1096,2719,"Zero Branco Montiron",45.602009,12.156534
1097,2720,"Zero Branco Montiron",45.60231,12.156636
1098,2721,"Sant'Alberto",45.61158,12.13778
1099,2722,"Sant' Alberto",45.612034,12.137817
1100,2723,"Sant' Alberto Bellini",45.614265,12.122847
1101,2724,"Sant' Alberto Bellini",45.614014,12.122433
1102,2725,"Scandolara Pasteur",45.615646,12.093908
1103,2726,"Scandolara Pasteur",45.61591,12.093594
1104,2727,"Scandolara",45.616188,12.102055
1105,2728,"Scandolara",45.616405,12.102067
1106,2729,"Scandolara Onaro",45.615265,12.112586
1107,2730,"Scandolara Onaro",45.615631,12.112395
1108,2731,"Trebaseleghe Sant'Ambrogi",45.615536,12.081622
1109,2732,"Trebaseleghe Sant' Ambrog",45.616013,12.080783
1110,2733,"Badoere",45.634373,12.083421
1111,2734,"Badoere D'Annunzio",45.63213,12.083556
1112,2735,"Badoere D'Annunzio",45.631927,12.084058
1113,2736,"Sambughe'",45.590294,12.233995
1114,2737,"Sambughe'",45.590664,12.234571
1115,2738,"Preganziol Gambino",45.604282,12.235631
1116,2739,"Preganziol Municipio",45.602409,12.23501
1117,2740,"Treviso Ghirada",45.648609,12.242198
1118,2741,"Treviso Selvatico",45.644112,12.241366
1119,2742,"Frescada",45.640327,12.24099
1120,2743,"Dosson",45.635628,12.240413
1121,2744,"SanTrovaso",45.626934,12.239507
1122,2745,"Preganziol Baratta Nuova",45.612156,12.237196
1123,2746,"Preganziol  Guizzetti",45.616249,12.238044
1124,2747,"Le Grazie",45.619492,12.238647
1125,2748,"ULSS 2",45.63081,12.239921
1126,2749,"Treviso",45.661942,12.245289
1127,2750,"Perarolo Civico 113",45.423634,11.97808
1128,2751,"Treviso Ghirada",45.648335,12.241538
1129,2752,"Treviso Selvatico",45.643177,12.24107
1130,2753,"Frescada",45.639957,12.240588
1131,2754,"Dosson",45.635921,12.240184
1132,2755,"ULSS",45.630672,12.239594
1133,2756,"San Trovaso",45.626801,12.239201
1134,2757,"Le Grazie",45.618546,12.23825
1135,2758,"Preganziol  Guizzetti",45.615871,12.237733
1136,2759,"Preganziol  Baratta Nuova",45.610855,12.236674
1137,2760,"Mogliano Don Bosco",45.561485,12.238019
1138,2761,"Mogliano Municipio",45.561352,12.236813
1139,2762,"Mogliano Cimitero",45.561768,12.241765
1140,2763,"Mogliano Cimitero",45.561867,12.241709
1141,2764,"Zermanesa Parini",45.561722,12.247344
1142,2765,"Zermanesa Parini",45.561939,12.247547
1143,2766,"Mogliano Scoutismo",45.561592,12.252643
1144,2767,"Mogliano Scoutismo",45.561848,12.25263
1145,2768,"Mogliano San Michele",45.564754,12.258345
1146,2769,"Mogliano San Michele",45.564671,12.258003
1147,2770,"Mogliano Civico 19",45.560547,12.258383
1148,2771,"Mogliano Civico 19",45.560707,12.258594
1149,2772,"Zerman Chiesa",45.579391,12.270218
1150,2773,"Mogliano Civico 58",45.558746,12.262972
1151,2774,"Mogliano Civico 58",45.55872,12.26385
1152,2775,"Mogliano Gris",45.558414,12.267216
1153,2776,"Mogliano Gris",45.558624,12.26734
1154,2777,"Alta Milano",45.558453,12.277777
1155,2778,"Alta Milano",45.558563,12.278088
1156,2779,"Marcon Genova",45.556175,12.283014
1157,2780,"Marcon Genova",45.556431,12.28297
1158,2781,"Marcon Civico 89",45.555542,12.287964
1159,2782,"Marcon Civico 89",45.555733,12.287979
1160,2783,"Marcon Diaz",45.555267,12.293572
1161,2784,"Marcon Diaz",45.555523,12.293561
1162,2785,"San Liberale Poianon",45.556347,12.348242
1163,2786,"San Liberale Poianon",45.556389,12.347804
1164,2793,"Quarto d'Altino FS",45.574539,12.366332
1165,2794,"Quarto d'Altino FS",45.574772,12.366082
1166,2795,"Quarto d'Altino Armstrong",45.570587,12.363506
1167,2796,"Quarto d'Altino Armstrong",45.570873,12.3632
1168,2797,"Quarto d'Altino Augusta",45.579037,12.373327
1169,2798,"Quarto d'Altino",45.581097,12.368839
1170,2799,"Quarto d'Altino",45.580944,12.369109
1171,2800,"Quarto d'Altino Augusta",45.579205,12.373199
1172,2801,"Quarto d'Altino Zanettin",45.583153,12.357642
1173,2802,"Quarto d'Altino Zanettin",45.583344,12.357522
1174,178,"Orlanda Cavergnago",45.483376,12.278289
1175,179,"Orlanda Sabbadino",45.484367,12.28272
1176,180,"Orlanda Bagaron",45.485554,12.28824
1177,181,"Orlanda Tiburtina",45.486603,12.293935
1178,182,"Orlanda Casilina",45.488857,12.301525
1179,183,"Orlanda Don Vecchi",45.490536,12.304314
1180,184,"Orlanda Centro Ippico",45.494343,12.31183
1181,185,"Orlanda Civico 200",45.497051,12.316491
1182,186,"Orlanda Piovega",45.499294,12.320244
1183,187,"Gatta Pisacane",45.535511,12.235906
1184,188,"Triestina Tessera",45.503696,12.327225
1185,189,"Galilei Darsena",45.503143,12.335894
1186,190,"Calabria campi Sportivi",45.489296,12.210112
1187,191,"Calabria campi Sportivi",45.489571,12.210626
1188,192,"Triestina Zorzi",45.508259,12.335155
1189,193,"Triestina Zuliani",45.511898,12.343383
1190,194,"Triestina Laguna",45.51247,12.348557
1191,195,"Triestina Civico 214",45.513531,12.351686
1192,196,"Triestina Paliaghetta",45.516899,12.354687
1193,197,"Paliaga Ca' Noghera",45.520954,12.358292
1194,198,"Triestiana Scuole",45.503681,12.324735
1195,199,"Triestina Civico 126",45.504055,12.319596
1196,200,"Triestina Torre",45.504864,12.310163
1197,201,"Triestina Piovega",45.5042,12.30305
1198,202,"Triestina Lazzaretto",45.503696,12.294913
1199,204,"Triestina Prabello",45.505157,12.289068
1200,206,"Gobbi Vallenari",45.501698,12.284451
1201,207,"Gobbi Don Bosco",45.497875,12.286176
1202,208,"Gobbi Dolfin",45.496063,12.287719
1203,209,"Gobbi Mandarini",45.494068,12.291313
1204,210,"Gobbi Mirtilli",45.492268,12.293742
1205,211,"Gobbi Orlanda",45.487289,12.295307
1206,212,"Passo Campalto Orlanda",45.486137,12.295641
1207,213,"Campagna Lupia Raffaello",45.329792,12.126384
1208,214,"Sabbadino Passo Campalto",45.483051,12.296244
1209,215,"Sabbadino Bagaron",45.482067,12.291793
1210,216,"Sabbadino  Laguna",45.482071,12.287382
1211,217,"Sabbadino Orlanda",45.483669,12.284503
1212,218,"Zendrini Villaggio Laguna",45.479931,12.289821
1213,219,"Cortivo Zendrini",45.479431,12.289759
1214,220,"Cortivo Tombelle",45.480263,12.284878
1215,221,"Altinia Berizzi",45.537552,12.299825
1216,222,"Altinia Dese FS",45.53746,12.302055
1217,223,"Altinia Cicogne",45.531971,12.303214
1218,224,"Altinia Dese",45.528664,12.304158
1219,225,"Altinia Litomarino",45.526203,12.303631
1220,226,"Altinia Civico 181",45.526127,12.297716
1221,227,"Altinia Civico 184",45.522236,12.288418
1222,228,"Altinia Ca' Badoera",45.516411,12.284142
1223,229,"Altinia Ca' Rezzonico",45.514206,12.283265
1224,230,"Altinia Ca' Solaro",45.511696,12.283088
1225,231,"Altinia Indri",45.509968,12.282542
1226,232,"Altinia San Pietro",45.507866,12.282355
1227,233,"Altinia Favaro Municipio",45.505424,12.282474
1228,240,"Stazione Padova",45.416622,11.883815
1229,241,"San Dona' Falzarego",45.504238,12.254389
1230,242,"Garibaldi  Carpenedo",45.504993,12.250504
1231,243,"Garibaldi Cimitero",45.500206,12.247145
1232,244,"Garibaldi Giardini",45.50285,12.248999
1233,246,"Garibaldi Municipio",45.496811,12.244771
1234,256,"Padova Fiera",45.413559,11.889348
1235,257,"Pertini Rione Pertini",45.482018,12.267743
1236,258,"Pertini Gavagnin",45.483471,12.267151
1237,259,"Pertini Chiesa",45.485882,12.270345
1238,260,"Trezzo Terraglio",45.507256,12.240024
1239,261,"Cavergnago Taliercio",45.489136,12.279075
1240,264,"Bissuola Varrone",45.493198,12.266068
1241,265,"Bissuola Casona",45.493904,12.264255
1242,267,"Casona Marziale",45.497303,12.265393
1243,268,"Casona Bissuola",45.495296,12.263734
1244,269,"Bissuola Tevere",45.493816,12.260492
1245,270,"Bissuola Cadorna",45.493782,12.256713
1246,271,"Bissuola Pisani",45.494949,12.253036
1247,272,"Bissuola Colombo",45.495281,12.249742
1248,277,"De Nicola Chiesa",45.50919,12.257257
1249,280,"Padova Fiera",45.413315,11.889192
1250,283,"Don Sturzo Vallon",45.508549,12.255608
1251,284,"Don Sturzo Pasqualigo",45.507416,12.261147
1252,285,"Monte Rua",45.505989,12.261077
1253,286,"Vespucci San Giuseppe",45.480083,12.266906
1254,2803,"Quarto d'Altino zona indu",45.584175,12.352501
1255,2804,"Quarto d'Altino Industrie",45.584293,12.352648
1256,2805,"Casale sul Sile Matter",45.592056,12.333408
1257,2806,"Casale sul Sile Matter",45.592327,12.333346
1258,2807,"Casale Bivio Bonisiolo",45.593723,12.327208
1259,2808,"Casale sul Sile Bonisiolo",45.594078,12.327325
1260,2809,"Scorze' Municipio",45.571938,12.108411
1261,2810,"Scorze' Municipio",45.57246,12.108077
1262,2811,"Scorze' Civico 65",45.578136,12.081274
1263,2812,"Scorze' Civico 65",45.577717,12.081258
1264,2813,"Noale Civico 32",45.567318,12.073254
1265,2814,"Noale Civico 32",45.56723,12.072847
1266,2815,"Margherita Pioveghetta",45.571815,12.071862
1267,2816,"Margherita Pioveghetta",45.571529,12.071915
1268,2817,"Cappelletta Centro",45.571419,12.060874
1269,2818,"Valsugana Bigolo",45.558311,12.062269
1270,2819,"Noalese Moniego",45.561855,12.083945
1271,2820,"Noalese Moniego",45.561436,12.083967
1272,2821,"Noale Civico 22",45.563667,12.094446
1273,2823,"Noale Livenza",45.546665,12.094063
1274,2824,"Noale Livenza",45.546471,12.094188
1275,2825,"Salzano Scarlatti",45.551292,12.115203
1276,2826,"Volta Olmara",45.560146,12.114494
1277,2827,"Localita' Malcanton",45.592949,12.195348
1278,2828,"Fonda Scuola",45.553307,12.068505
1279,2829,"Noale Mestrina",45.549671,12.076823
1280,2830,"Salzano Cimitero",45.516853,12.103319
1281,2831,"Salzano Cimitero",45.516739,12.103049
1282,2835,"Briana",45.533951,12.05127
1283,2836,"Noale Valli",45.537746,12.059246
1284,2837,"S Maria di Sala Civico133",45.51931,12.028912
1285,2838,"S Maria di Sala Civico133",45.519024,12.028595
1286,2840,"Caltana Centro",45.479015,12.030777
1287,2841,"Caltana",45.479465,12.029469
1288,2842,"Caltana",45.479321,12.029277
1289,2843,"Santa Maria di Sala Garda",45.493298,12.006729
1290,2844,"Santa Maria di Sala Garda",45.493153,12.007015
1291,2845,"Santa Maria di Sala Torri",45.50515,12.011191
1292,2846,"Santa Maria di Sala Torri",45.505672,12.011652
1293,2847,"Mirano Galilei",45.496826,12.077936
1294,2848,"Mirano Galilei",45.496178,12.080434
1295,2854,"Romea Volto",45.095715,12.254479
1296,2855,"Romea Volto",45.095612,12.254874
1297,2856,"Rosolina",45.075825,12.245637
1298,2857,"Ridotto Madonna",45.196255,12.281748
1299,2861,"Mogliano Civico 83",45.570946,12.263969
1300,2862,"Mogliano Civico 83",45.57085,12.264265
1301,2863,"Zerman Civico 3",45.575653,12.26777
1302,2864,"Zerman Centro Sportivo",45.576851,12.270066
1303,2865,"Casale sul Sile Chiesa",45.59861,12.325785
1304,2866,"San Liberale",45.548458,12.342112
1305,2867,"San Liberale",45.548382,12.341655
1306,2868,"Conetta Civico 42",45.17857,12.003613
1307,2869,"Conetta Civico 42",45.178493,12.003915
1308,2870,"Verdi Lamarmora",45.184925,12.023455
1309,2871,"Cona Lamarmora",45.185345,12.023807
1310,2872,"Mogliano Marocchesa",45.53756,12.239054
1311,2873,"Mogliano Marignana",45.541569,12.236636
1312,2874,"Mogliano Rimini",45.548801,12.234464
1313,2875,"Mogliano Ronzinella",45.552898,12.234143
1314,2877,"Mogliano Zermanesa",45.560989,12.245188
1315,2878,"Mogliano Ragazzi del 99",45.558453,12.245071
1316,2879,"Mogliano Ragazzi del 99",45.5583,12.245292
1317,2880,"Campocroce",45.586327,12.215308
1318,2881,"Campocroce",45.586918,12.215828
1319,2882,"Colmello",45.55938,12.275063
1320,2883,"Colmello",45.559177,12.275146
1321,2884,"Mirano Barbato",45.502502,12.047723
1322,2885,"Mirano Barbato",45.50219,12.047307
1323,2886,"Dolo Ospedale",45.421013,12.071504
1324,2887,"Dolo Ospedale",45.421734,12.072703
1325,2888,"Camponogara Centro",45.384575,12.071853
1326,2889,"Camponogara",45.384869,12.071986
1327,2890,"San Michele delle Badesse",45.53635,11.936273
1328,2891,"Localita' Malcanton",45.592594,12.195349
1329,2892,"Zero Branco",45.602039,12.166902
1330,2893,"Zero Branco",45.602573,12.166193
1331,2894,"Fosso' Zona Industriale",45.399258,12.051648
1332,287,"Vespucci Boerio",45.483536,12.262695
1333,288,"Vespucci Gritti",45.486446,12.25928
1334,289,"Vespucci Cattaneo",45.490566,12.254661
1335,290,"Vespucci Pigafetta",45.493801,12.25226
1336,291,"Vespucci Garigliano",45.495819,12.251128
1337,292,"Fradeletto Cecchini",45.497864,12.247752
1338,293,"Sansovino Vespucci",45.486992,12.256321
1339,294,"Capolinea Crea",45.482426,12.140841
1340,296,"Fornase Perugia",45.477798,12.157886
1341,297,"Matteotti Cimitero",45.481056,12.161246
1342,298,"Matteotti Palermo",45.484516,12.163931
1343,299,"Matteotti Sarpi",45.487465,12.166145
1344,300,"Spinea",45.489819,12.167764
1345,301,"Spinea Piazza Marconi",45.489651,12.167313
1346,303,"27 Ottobre Pepe",45.491188,12.246137
1347,304,"Spinea Centro",45.490738,12.167497
1348,305,"Spinea Sanremo",45.495056,12.158163
1349,306,"Spinea Orgnano",45.496246,12.150093
1350,307,"Liberta' Costituzione",45.484917,12.145963
1351,308,"Spinea Desenzano",45.489182,12.14873
1352,311,"Spinea Villaggio dei Fior",45.491581,12.152813
1353,312,"Spinea Giorgione",45.487137,12.179151
1354,313,"Miranese Selenia",45.485882,12.181724
1355,314,"Miranese San Giorgio",45.484703,12.188897
1356,315,"Trieste Miranese",45.48333,12.192976
1357,316,"Trieste Robinie",45.477478,12.199181
1358,317,"Bottenigo Capolinea",45.460232,12.218834
1359,318,"Villabona Bottenigo",45.474289,12.201015
1360,319,"Villabona Civico 87",45.473358,12.200164
1361,320,"Villabona Pioppi",45.474152,12.196635
1362,321,"Villabona Morari",45.473423,12.195257
1363,322,"Villabona Ontani",45.472729,12.192331
1364,323,"San Dona' Cervino",45.502594,12.274478
1365,324,"Salici Villabona",45.473358,12.188519
1366,325,"Liberta' Commercio",45.47868,12.243048
1367,326,"Trieste Catene",45.477448,12.203135
1368,327,"Trieste Parco",45.477348,12.20542
1369,328,"Trieste Scattolin",45.476997,12.211821
1370,329,"Trieste Eraclea",45.476959,12.216318
1371,330,"Calvi Parmesan",45.478024,12.219415
1372,331,"Paolucci Longhena",45.480152,12.223355
1373,333,"Durando Bellinato",45.478542,12.231611
1374,334,"Rizzardi Carrer",45.479504,12.231116
1375,335,"Salamonio Brunacci",45.466187,12.214821
1376,336,"Brunacci Monzani",45.463139,12.216743
1377,337,"San Dona' Cervino",45.502438,12.274787
1378,338,"Pasini Fratellanza",45.462166,12.221426
1379,339,"Pasini Lavoratore",45.464256,12.222666
1380,340,"Beccaria Correnti",45.466217,12.222899
1381,348,"Calucci Quarnaro",45.49234,12.218749
1382,349,"Paleocapa Parmesan",45.477112,12.219865
1383,350,"Beccaria Parmesan",45.476177,12.21894
1384,351,"Beccaria Canetti",45.474289,12.219305
1385,352,"Beccaria Oroboni",45.471676,12.220201
1386,353,"Beccaria Chiesa",45.469498,12.221297
1387,354,"San Dona' Rielta",45.502827,12.271395
1388,355,"Risorgimento Cimitero",45.486641,12.189285
1389,356,"Risorgimento Sestella",45.489563,12.19036
